GeneName,RNA-seq-up,RNA-seq-down,RNA-seq-all,SLAM-seq-up,SLAM-seq-down,SLAM-seq-all,TTchem-seq-up,TTchem-seq-down,TTchem-seq-all,TT-seq-up,TT-seq-down,TT-seq-all,4sU-seq-up,4sU-seq-down,4sU-seq-all,MeRIP-seq-up,MeRIP-seq-down,MeRIP-seq-all,m1A-seq-up,m1A-seq-down,m1A-seq-all,Ribo-seq-up,Ribo-seq-down,Ribo-seq-all,m6Am-seq-up,m6Am-seq-down,m6Am-seq-all,mNET-seq-up,mNET-seq-down,mNET-seq-all,PRO-seq-up,PRO-seq-down,PRO-seq-all,all(check),all,unchange_RNA-seq,HN5_RNA-seq,unchange_SLAM-seq,HN5_SLAM-seq,unchange_TTchem-seq,HN5_TTchem-seq,unchange_TT-seq,HN5_TT-seq,unchange_4sU-seq,HN5_4sU-seq,unchange_MeRIP-seq,HN5_MeRIP-seq,unchange_m1A-seq,HN5_m1A-seq,unchange_Ribo-seq,HN5_Ribo-seq,unchange_m6Am-seq,HN5_m6Am-seq,unchange_mNET-seq,HN5_mNET-seq,unchange_PRO-seq,HN5_PRO-seq,Total_HN-score
SNX9,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
UPK1B,4,3,192,1,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,1,1,24,322,322,185,1,10,1,33,1,8,0,31,0,3,0,1,1,6,0,6,-1,4,0,22,0,3
C11orf24,5,3,192,0,0,11,1,0,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,2,11,0,33,1,8,0,29,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TUT1,8,9,192,0,2,11,2,0,34,0,0,8,3,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,175,-1,9,-2,32,2,8,0,28,3,3,0,1,1,6,0,7,0,4,0,24,0,3
ZNFX1,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SLX4,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
RAB11FIP5,7,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
AAMDC,6,4,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,2,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
RAB13,7,6,192,0,0,11,0,0,34,1,0,8,0,0,31,1,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,1,11,0,34,0,7,1,31,0,2,1,2,0,6,0,7,0,4,0,24,0,3
ZNRF1,7,2,192,1,1,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,183,5,9,0,34,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,22,0,3
OR13J1,1,1,192,0,0,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,190,0,11,0,34,0,8,0,29,2,3,0,2,0,6,0,7,0,4,0,23,1,3
ZNRF3,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SMARCA1,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TRAJ13,1,0,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,191,1,11,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,23,1,3
OLIG1,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
OLFML2B,5,4,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,1,0,24,322,322,183,1,10,1,34,0,8,0,31,0,3,0,1,1,6,0,6,-1,4,0,23,1,3
C1GALT1C1,6,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,3
TRAV23DV6,3,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
RAB5IF,8,4,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,180,4,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
UNC119B,7,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SMPD2,9,3,192,1,2,11,1,0,34,1,0,8,0,3,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,180,6,8,-1,33,1,7,1,28,-3,3,0,2,0,6,0,6,-1,4,0,24,0,3
SYNRG,4,2,192,0,1,11,2,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,2,10,-1,32,2,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
NYX,0,0,192,0,0,11,3,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,31,3,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SNRPA,4,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,2,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
SYNPO2L,3,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,187,1,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,1,3
AVL9,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TRBV15,1,1,192,0,0,11,2,0,34,0,0,8,3,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,190,0,11,0,32,2,8,0,27,2,3,0,2,0,6,0,7,0,4,0,23,-1,3
ANAPC15,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
RAD9B,0,1,192,0,0,11,2,0,34,0,0,8,1,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,1,1,24,322,322,191,-1,11,0,32,2,8,0,30,1,3,0,1,1,6,0,7,0,4,0,22,0,3
BRPF1,6,3,192,0,0,11,0,0,34,0,0,8,0,1,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,30,-1,3,0,1,1,6,0,7,0,4,0,24,0,3
NXPE4,0,0,192,0,0,11,1,1,34,0,0,8,3,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,192,0,11,0,32,0,8,0,26,1,3,0,2,0,6,0,7,0,4,0,22,2,3
NXPE3,4,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,187,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TRBV28,2,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,2,0,4,3,2,24,322,322,188,0,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,2,2,19,1,3
NXPE1,2,0,192,0,0,11,1,1,34,1,0,8,4,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,1,4,0,1,24,322,322,190,2,11,0,32,0,7,1,25,2,3,0,2,0,6,0,7,0,3,-1,23,-1,3
SMYD3,5,3,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,0,24,322,322,184,2,10,1,34,0,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,23,1,3
TRBV30,13,13,192,0,0,11,1,1,34,3,0,8,1,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,1,24,322,322,166,0,11,0,32,0,5,3,28,-1,3,0,2,0,6,0,7,0,4,0,21,1,3
ADCK5,5,1,192,0,1,11,0,0,34,0,0,8,2,2,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,186,4,10,-1,34,0,8,0,27,0,3,0,2,0,5,-1,7,0,4,0,23,1,3
SYNJ2BP,4,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,2,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
AP2A1,8,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
AURKAIP1,9,5,192,1,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,0,0,24,322,322,178,4,10,1,34,0,8,0,30,-1,3,0,2,0,5,-1,7,0,4,0,24,0,3
RAD51D,6,3,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,183,3,11,0,33,1,8,0,31,0,3,0,2,0,6,0,6,-1,4,0,24,0,3
NUTM2G,2,2,192,0,0,11,4,3,34,0,0,8,3,2,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,0,11,0,27,1,8,0,26,1,3,0,1,1,6,0,7,0,4,0,24,0,3
TRBV6-6,4,3,192,0,0,11,2,2,34,0,0,8,3,2,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,2,2,24,322,322,185,1,11,0,30,0,8,0,26,1,3,0,2,0,6,0,7,0,3,1,20,0,3
AP1S2,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
CD63,9,6,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,1,1,6,0,0,7,0,0,4,0,0,24,322,322,177,3,11,0,34,0,8,0,31,0,3,0,2,0,4,0,7,0,4,0,24,0,3
SYNDIG1L,3,3,192,0,0,11,0,0,34,1,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,0,24,322,322,186,0,11,0,34,0,7,1,31,0,3,0,2,0,6,0,7,0,4,0,22,2,3
SMOC2,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
UNC13C,1,0,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,191,1,11,0,33,1,8,0,31,0,3,0,2,0,6,0,6,1,4,0,24,0,3
SNTB2,3,1,192,1,1,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,2,9,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
CDC14C,4,1,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,1,24,322,322,187,3,11,0,33,1,8,0,31,0,3,0,1,1,6,0,6,-1,4,0,23,-1,3
TRAV3,4,3,192,0,0,11,0,0,34,1,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,1,0,4,0,0,24,322,322,185,1,11,0,34,0,7,1,31,0,3,0,2,0,6,0,7,0,3,1,24,0,3
COQ4,9,6,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TUBG1,7,2,192,0,2,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,5,9,-2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
UNC93B1,4,7,192,3,0,11,0,0,34,0,0,8,3,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,181,-3,8,3,34,0,8,0,27,2,3,0,2,0,6,0,7,0,4,0,23,1,3
SMIM19,6,4,192,0,0,11,2,3,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,2,11,0,29,-1,8,0,30,1,3,0,2,0,6,0,7,0,4,0,23,1,3
TRAV39,7,6,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,1,11,0,33,1,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,3
SYS1,5,1,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,4,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
RALGAPB,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
OGFRL1,6,2,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,184,4,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
COQ8B,5,5,192,3,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,182,0,7,2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,3
SMIM23,1,0,192,0,0,11,0,0,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,2,0,4,1,1,24,322,322,191,1,11,0,34,0,8,0,29,0,3,0,2,0,6,0,7,0,2,2,22,0,3
RAB40A,7,3,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,4,7,0,0,4,1,0,24,322,322,182,4,11,0,33,1,8,0,30,1,3,0,2,0,6,0,3,-4,4,0,23,1,3
OBP2B,3,3,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,2,2,4,3,1,24,322,322,186,0,11,0,34,0,8,0,30,1,3,0,2,0,6,0,7,0,0,0,20,2,3
SMIM29,8,7,192,0,0,11,1,1,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,1,1,7,0,0,4,1,0,24,322,322,177,1,11,0,32,0,8,0,30,1,3,0,2,0,6,0,5,0,4,0,23,1,3
SYN3,3,3,192,1,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,1,0,6,0,1,7,0,0,4,0,0,24,322,322,186,0,10,1,33,1,8,0,31,0,3,0,1,1,5,1,6,-1,4,0,24,0,3
BTD,7,2,192,0,2,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,5,9,-2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
CDC123,9,3,192,0,2,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,180,6,9,-2,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,3
TREH,3,6,192,0,0,11,3,1,34,0,0,8,3,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,183,-3,11,0,30,2,8,0,28,3,3,0,1,1,6,0,7,0,4,0,24,0,3
SNRPD3,3,3,192,0,0,11,0,0,34,0,0,8,2,0,31,0,0,3,0,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,186,0,11,0,34,0,8,0,29,2,3,0,2,0,5,1,7,0,4,0,24,0,3
UMAD1,6,4,192,1,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,2,1,24,322,322,182,2,9,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,1,3
RALA,5,1,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,186,4,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SYPL1,6,3,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,183,3,10,-1,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,3
TRAV7,3,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
OCA2,4,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,186,2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,1,4,0,24,0,3
TRAV8-1,7,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
TPRG1L,5,2,192,0,0,11,1,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,33,1,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,3
UQCRFS1,6,1,192,0,1,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,5,10,-1,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,24,0,3
OR2J2,3,2,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,187,1,11,0,33,1,8,0,31,0,3,0,2,0,6,0,6,1,4,0,24,0,3
C11orf80,5,3,192,0,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,1,7,0,0,4,1,0,24,322,322,184,2,11,0,34,0,8,0,30,1,3,0,2,0,6,0,6,-1,4,0,23,1,3
CD207,3,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
OSTF1,7,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,182,4,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,-1,3
SLC35A3,5,2,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,185,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
C17orf50,7,6,192,0,0,11,0,2,34,0,0,8,5,1,31,0,0,3,1,0,2,0,0,6,0,1,7,0,0,4,0,0,24,322,322,179,1,11,0,32,-2,8,0,25,4,3,0,1,1,6,0,6,-1,4,0,24,0,3
C17orf49,9,6,192,1,0,11,0,1,34,0,0,8,0,0,31,0,0,3,0,0,2,0,1,6,0,0,7,0,0,4,1,0,24,322,322,177,3,10,1,33,-1,8,0,31,0,3,0,2,0,5,-1,7,0,4,0,23,1,3
BPI,1,1,192,0,0,11,0,0,34,0,0,8,4,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,190,0,11,0,34,0,8,0,26,3,3,0,2,0,6,0,7,0,4,0,24,0,3
SLC35E1,6,3,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,1,24,322,322,183,3,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,23,-1,3
OSBPL5,9,4,192,1,0,11,0,1,34,0,0,8,0,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,179,5,10,1,33,-1,8,0,28,-3,3,0,2,0,6,0,7,0,4,0,23,1,3
CDCA7L,7,5,192,1,0,11,0,0,34,0,0,8,0,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,3,2,24,322,322,180,2,10,1,34,0,8,0,30,-1,3,0,2,0,6,0,7,0,4,0,19,1,3
ABCA13,0,1,192,0,0,11,1,0,34,0,0,8,2,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,191,-1,11,0,33,1,8,0,29,2,3,0,1,1,6,0,7,0,4,0,24,0,3
ZNF800,5,5,192,0,1,11,4,0,34,0,0,8,1,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,0,10,-1,30,4,8,0,29,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SV2C,0,0,192,0,0,11,0,0,34,0,0,8,3,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,192,0,11,0,34,0,8,0,28,3,3,0,2,0,6,0,7,0,4,0,24,0,3
SLC37A1,6,1,192,0,0,11,2,3,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,2,24,322,322,185,5,11,0,29,-1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,21,-1,3
ORMDL2,7,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,180,2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,3
ZNF813,3,4,192,0,0,11,1,0,34,0,0,8,1,1,31,0,0,3,0,0,2,2,0,6,1,1,7,0,0,4,1,0,24,322,322,185,-1,11,0,33,1,8,0,29,0,3,0,2,0,4,2,5,0,4,0,23,1,3
TOLLIP,10,5,192,0,0,11,0,0,34,0,0,8,0,3,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,177,5,11,0,34,0,8,0,28,-3,3,0,2,0,6,0,7,0,4,0,23,1,3
ORAI3,7,6,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,1,11,0,33,1,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,3
COLEC12,2,2,192,1,0,11,1,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,0,10,1,33,1,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
PXMP4,3,2,192,0,0,11,1,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,187,1,11,0,33,1,8,0,31,0,3,0,2,0,6,0,7,0,4,0,23,1,3
OR8H2,2,0,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,1,0,7,0,0,4,0,0,24,322,322,190,2,11,0,34,0,8,0,31,0,3,0,2,0,6,0,6,1,4,0,24,0,3
TOMM34,6,2,192,0,0,11,0,0,34,0,0,8,0,2,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,1,0,24,322,322,184,4,11,0,34,0,8,0,29,-2,3,0,2,0,6,0,7,0,4,0,23,1,3
SLC38A1,3,0,192,0,1,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,189,3,10,-1,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
UGT1A1,3,1,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,188,2,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
OR8H1,1,0,192,0,0,11,1,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,191,1,11,0,33,1,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,3
SLC38A9,6,5,192,0,0,11,1,0,34,0,0,8,2,1,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,181,1,11,0,33,1,8,0,28,1,3,0,2,0,6,0,7,0,4,0,24,0,3
SLC39A1,8,5,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,179,3,11,0,34,0,8,0,31,0,3,0,2,0,6,0,7,0,4,0,24,0,3
SLC39A3,8,7,192,1,0,11,0,0,34,0,0,8,1,0,31,0,0,3,0,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,177,1,10,1,34,0,8,0,30,1,3,0,2,0,6,0,7,0,4,0,24,0,3
C17orf75,4,3,192,1,0,11,0,0,34,0,0,8,0,0,31,0,0,3,0,0,2,1,0,6,0,0,7,0,0,4,0,0,24,322,322,185,1,10,1,34,0,8,0,31,0,3,0,2,0,5,1,7,0,4,0,24,0,3
ATP8B4,9,6,192,0,0,11,0,1,34,0,0,8,1,0,31,0,1,3,1,0,2,0,0,6,0,1,7,2,0,4,1,2,24,322,322,177,3,11,0,33,-1,8,0,30,1,2,-1,1,1,6,0,6,-1,2,2,21,-1,3
SLC33A1,6,4,192,0,0,11,0,0,34,0,0,8,0,0,31,0,0,3,1,0,2,0,0,6,0,0,7,0,0,4,0,0,24,322,322,182,2,11,0,34,0,8,0,31,0,3,0,1,1,6,0,7,0,4,0,24,0,3
